county,precinct,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Broward,0048 C018,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,740,98,303,338,1
Broward,0048 C018,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,318,32,184,102,0
Broward,0048 C018,School Board At Large - Seat 9,,,Debra Hixon.,841,104,393,343,1
Broward,0048 C018,School Board At Large - Seat 9,,,Jeff Holness,251,36,104,111,0
Broward,0048 C018,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,756,93,324,338,1
Broward,0048 C018,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,289,39,156,94,0
Broward,0048 C018,Mayor Pompano Beach,,,Rex Hardin,636,78,322,236,0
Broward,0048 C018,Mayor Pompano Beach,,,"Todd ""Bulldog"" Hennen",379,58,132,188,1
Broward,0048 C018,Mayor Pompano Beach,,,Joseph Wells,159,22,74,63,0
Broward,0048 C018,City Commissioner District 1 Pompano Beach,,,John Cavanaugh.,280,47,120,113,0
Broward,0048 C018,City Commissioner District 1 Pompano Beach,,,Tom Drum.,278,38,125,114,1
Broward,0048 C018,City Commissioner District 1 Pompano Beach,,,Andrea Leigh McGee,561,58,260,243,0
Broward,0048 C018,No. 1 Constitutional Amendment,,,Yes,1028,161,416,450,1
Broward,0048 C018,No. 1 Constitutional Amendment,,,No.,244,15,144,85,0
Broward,0048 C018,No. 2 Constitutional Amendment,,,Yes,722,79,376,267,0
Broward,0048 C018,No. 2 Constitutional Amendment,,,No.,545,98,183,263,1
Broward,0048 C018,No. 3 Constitutional Amendment,,,Yes,684,102,327,255,0
Broward,0048 C018,No. 3 Constitutional Amendment,,,No.,557,68,224,264,1
Broward,0048 C018,No. 4 Constitutional Amendment,,,Yes,521,93,203,224,1
Broward,0048 C018,No. 4 Constitutional Amendment,,,No.,693,73,336,284,0
Broward,0048 C018,No. 5 Constitutional Amendment,,,Yes,877,133,394,349,1
Broward,0048 C018,No. 5 Constitutional Amendment,,,No.,250,25,118,107,0
Broward,0048 C018,No. 6 Constitutional Amendment,,,Yes,1080,154,479,446,1
Broward,0048 C018,No. 6 Constitutional Amendment,,,No.,135,17,57,61,0
Broward,0048 C018,Broward County Ballot Question,,,Yes,746,97,368,280,1
Broward,0048 C018,Broward County Ballot Question,,,No.,401,59,151,191,0
Broward,0048 C018,Broward County Charter Question,,,Yes,607,82,289,236,0
Broward,0048 C018,Broward County Charter Question,,,No.,539,76,228,234,1
Broward,0049 C019,Registered Voters,,,,1594,,,,
Broward,0049 C019,Ballots Cast,,,,1310,192,526,592,0
Broward,0049 C019,Ballots Cast Blank,,,,81,13,23,45,0
Broward,0049 C019,President,,REP,Donald J. Trump,806,150,226,430,0
Broward,0049 C019,President,,DEM,Joseph R. Biden,489,37,293,159,0
Broward,0049 C019,President,,LPF,Jo Jorgensen,5,2,2,1,0
Broward,0049 C019,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0049 C019,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0049 C019,President,,GRE,Howie Hawkins,1,1,0,0,0
Broward,0049 C019,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0049 C019,President,,,Write-ins,6,0,4,2,0
Broward,0049 C019,U.S. House,22,REP,"James ""Jim"" Pruden",789,147,226,416,0
Broward,0049 C019,U.S. House,22,DEM,Ted Deutch,482,40,286,156,0
Broward,0049 C019,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,807,145,241,421,0
Broward,0049 C019,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,437,36,263,138,0
Broward,0049 C019,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,680,76,350,254,0
Broward,0049 C019,Public Defender - 17th Judicial Circuit,,,Write-ins,84,19,19,46,0
Broward,0049 C019,State House,93,REP,Chip LaMarca,849,152,258,439,0
Broward,0049 C019,State House,93,DEM,Linda Thompson Gonzalez,416,34,249,133,0
Broward,0049 C019,Sheriff,,REP,H. Wayne Clark,706,120,219,367,0
Broward,0049 C019,Sheriff,,DEM,Gregory Tony,470,52,240,178,0
Broward,0049 C019,Sheriff,,NPA,"Charles ""Chuck"" Whatley",55,7,34,14,0
Broward,0049 C019,Sheriff,,,Write-ins,2,1,0,1,0
Broward,0049 C019,Supervisor of Elections,,REP,Catherine McBreen,774,143,224,407,0
Broward,0049 C019,Supervisor of Elections,,DEM,Joe Scott,470,39,278,153,0
Broward,0049 C019,Supervisor of Elections,,,Write-ins,3,0,2,1,0
Broward,0049 C019,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,714,117,259,338,0
Broward,0049 C019,Justice of the Supreme Court - Carlos G. Muniz,,,No.,388,44,203,141,0
Broward,0049 C019,Fourth District Court of Appeal - Alan O. Forst,,,Yes,743,120,273,350,0
Broward,0049 C019,Fourth District Court of Appeal - Alan O. Forst,,,No.,336,36,180,120,0
Broward,0049 C019,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,730,114,272,344,0
Broward,0049 C019,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,342,39,181,122,0
Broward,0049 C019,Fourth District Court of Appeal - Martha C. Warner,,,Yes,858,120,372,366,0
Broward,0049 C019,Fourth District Court of Appeal - Martha C. Warner,,,No.,215,35,82,98,0
Broward,0049 C019,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,749,103,294,352,0
Broward,0049 C019,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,274,39,139,96,0
Broward,0049 C019,School Board At Large - Seat 9,,,Debra Hixon.,830,109,363,358,0
Broward,0049 C019,School Board At Large - Seat 9,,,Jeff Holness,233,44,83,106,0
Broward,0049 C019,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,746,107,289,350,0
Broward,0049 C019,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,282,39,142,101,0
Broward,0049 C019,Mayor Pompano Beach,,,Rex Hardin,702,101,304,297,0
Broward,0049 C019,Mayor Pompano Beach,,,"Todd ""Bulldog"" Hennen",361,45,131,185,0
Broward,0049 C019,Mayor Pompano Beach,,,Joseph Wells,105,22,41,42,0
Broward,0049 C019,City Commissioner District 3 Pompano Beach,,,Dan Caradonna,310,59,121,130,0
Broward,0049 C019,City Commissioner District 3 Pompano Beach,,,Tom McMahon.,791,97,328,366,0
Broward,0049 C019,No. 1 Constitutional Amendment,,,Yes,981,166,359,456,0
Broward,0049 C019,No. 1 Constitutional Amendment,,,No.,224,12,126,86,0
Broward,0049 C019,No. 2 Constitutional Amendment,,,Yes,668,86,329,253,0
Broward,0049 C019,No. 2 Constitutional Amendment,,,No.,545,92,162,291,0
Broward,0049 C019,No. 3 Constitutional Amendment,,,Yes,619,96,278,245,0
Broward,0049 C019,No. 3 Constitutional Amendment,,,No.,570,76,208,286,0
Broward,0049 C019,No. 4 Constitutional Amendment,,,Yes,485,83,161,241,0
Broward,0049 C019,No. 4 Constitutional Amendment,,,No.,680,85,313,282,0
Broward,0049 C019,No. 5 Constitutional Amendment,,,Yes,827,118,341,368,0
Broward,0049 C019,No. 5 Constitutional Amendment,,,No.,268,40,109,119,0
Broward,0049 C019,No. 6 Constitutional Amendment,,,Yes,1058,154,428,476,0
Broward,0049 C019,No. 6 Constitutional Amendment,,,No.,115,15,47,53,0
Broward,0049 C019,Broward County Ballot Question,,,Yes,735,102,331,302,0
Broward,0049 C019,Broward County Ballot Question,,,No.,362,59,122,181,0
Broward,0049 C019,Broward County Charter Question,,,Yes,560,84,253,223,0
Broward,0049 C019,Broward County Charter Question,,,No.,551,79,197,275,0
Broward,0050 C020,Registered Voters,,,,1114,,,,
Broward,0050 C020,Ballots Cast,,,,784,122,310,350,2
Broward,0050 C020,Ballots Cast Blank,,,,50,10,16,24,0
Broward,0050 C020,President,,REP,Donald J. Trump,135,29,34,70,2
Broward,0050 C020,President,,DEM,Joseph R. Biden,644,90,274,280,0
Broward,0050 C020,President,,LPF,Jo Jorgensen,1,1,0,0,0
Broward,0050 C020,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0050 C020,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0050 C020,President,,GRE,Howie Hawkins,1,1,0,0,0
Broward,0050 C020,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0050 C020,President,,,Write-ins,1,0,1,0,0
Broward,0050 C020,President,,REP,Greg Musselwhite,105,28,29,48,0
Broward,0050 C020,President,,DEM,Alcee L. Hastings,573,76,237,259,1
Broward,0050 C020,U.S. House,22,REP,"James ""Jim"" Pruden",27,4,6,16,1
Broward,0050 C020,U.S. House,22,DEM,Ted Deutch,53,10,27,16,0
Broward,0050 C020,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,131,28,35,66,2
Broward,0050 C020,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,618,89,260,269,0
Broward,0050 C020,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,673,100,273,299,1
Broward,0050 C020,Public Defender - 17th Judicial Circuit,,,Write-ins,11,4,4,3,0
Broward,0050 C020,State Representative - District 92,,DEM,Patricia Hawkins-Williams,631,89,265,277,0
Broward,0050 C020,State Representative - District 92,,NPA,Nancy St. Clair,80,22,19,38,1
Broward,0050 C020,Sheriff,,REP,H. Wayne Clark,123,26,33,63,1
Broward,0050 C020,Sheriff,,DEM,Gregory Tony,598,87,251,260,0
Broward,0050 C020,Sheriff,,NPA,"Charles ""Chuck"" Whatley",24,4,11,9,0
Broward,0050 C020,Sheriff,,,Write-ins,4,0,4,0,0
Broward,0050 C020,Supervisor of Elections,,REP,Catherine McBreen,131,28,36,67,0
Broward,0050 C020,Supervisor of Elections,,DEM,Joe Scott,623,88,264,270,1
Broward,0050 C020,Supervisor of Elections,,,Write-ins,3,1,1,1,0
Broward,0050 C020,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,388,64,127,196,1
Broward,0050 C020,Justice of the Supreme Court - Carlos G. Muniz,,,No.,304,40,150,114,0
Broward,0050 C020,Fourth District Court of Appeal - Alan O. Forst,,,Yes,413,63,148,201,1
Broward,0050 C020,Fourth District Court of Appeal - Alan O. Forst,,,No.,269,40,124,105,0
Broward,0050 C020,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,386,60,148,177,1
Broward,0050 C020,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,289,42,125,122,0
Broward,0050 C020,Fourth District Court of Appeal - Martha C. Warner,,,Yes,483,69,196,217,1
Broward,0050 C020,Fourth District Court of Appeal - Martha C. Warner,,,No.,197,36,75,86,0
Broward,0050 C020,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,256,40,107,109,0
Broward,0050 C020,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,418,62,170,185,1
Broward,0050 C020,School Board At Large - Seat 9,,,Debra Hixon.,415,61,173,181,0
Broward,0050 C020,School Board At Large - Seat 9,,,Jeff Holness,275,45,107,122,1
Broward,0050 C020,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,396,57,150,188,1
Broward,0050 C020,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,269,44,119,106,0
Broward,0050 C020,Mayor Pompano Beach,,,Rex Hardin,278,31,127,119,1
Broward,0050 C020,Mayor Pompano Beach,,,"Todd ""Bulldog"" Hennen",121,23,46,52,0
Broward,0050 C020,Mayor Pompano Beach,,,Joseph Wells,298,50,109,139,0
Broward,0050 C020,City Commissioner District 3 Pompano Beach,,,Dan Caradonna,300,45,116,139,0
Broward,0050 C020,City Commissioner District 3 Pompano Beach,,,Tom McMahon.,359,57,152,149,1
Broward,0050 C020,No. 1 Constitutional Amendment,,,Yes,544,91,202,250,1
Broward,0050 C020,No. 1 Constitutional Amendment,,,No.,168,18,80,70,0
Broward,0050 C020,No. 2 Constitutional Amendment,,,Yes,618,89,257,271,1
Broward,0050 C020,No. 2 Constitutional Amendment,,,No.,92,20,26,46,0
Broward,0050 C020,No. 3 Constitutional Amendment,,,Yes,496,89,209,198,0
Broward,0050 C020,No. 3 Constitutional Amendment,,,No.,205,18,72,114,1
Broward,0050 C020,No. 4 Constitutional Amendment,,,Yes,380,72,151,157,0
Broward,0050 C020,No. 4 Constitutional Amendment,,,No.,334,37,132,164,1
Broward,0050 C020,No. 5 Constitutional Amendment,,,Yes,447,78,185,184,0
Broward,0050 C020,No. 5 Constitutional Amendment,,,No.,217,24,81,111,1
Broward,0050 C020,No. 6 Constitutional Amendment,,,Yes,590,86,248,255,1
Broward,0050 C020,No. 6 Constitutional Amendment,,,No.,112,18,32,62,0
Broward,0050 C020,Broward County Ballot Question,,,Yes,454,73,192,188,1
Broward,0050 C020,Broward County Ballot Question,,,No.,242,35,87,120,0
Broward,0050 C020,Broward County Charter Question,,,Yes,495,82,194,218,1
Broward,0050 C020,Broward County Charter Question,,,No.,184,27,72,84,1
Broward,0051 C021,Registered Voters,,,,1872,,,,
Broward,0051 C021,Ballots Cast,,,,1516,149,865,502,0
Broward,0051 C021,Ballots Cast Blank,,,,99,22,39,38,0
Broward,0051 C021,President,,REP,Donald J. Trump,627,100,264,263,0
Broward,0051 C021,President,,DEM,Joseph R. Biden,863,47,582,234,0
Broward,0051 C021,President,,LPF,Jo Jorgensen,7,0,5,2,0
Broward,0051 C021,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0051 C021,President,,PSL,Gloria La Riva,1,0,1,0,0
Broward,0051 C021,President,,GRE,Howie Hawkins,1,0,0,1,0
Broward,0051 C021,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0051 C021,President,,,Write-ins,5,2,3,0,0
Broward,0051 C021,President,,REP,Greg Musselwhite,591,91,253,247,0
Broward,0051 C021,President,,DEM,Alcee L. Hastings,852,45,578,229,0
Broward,0051 C021,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,625,90,275,260,0
Broward,0051 C021,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,804,43,547,214,0
Broward,0051 C021,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,1009,66,664,279,0
Broward,0051 C021,Public Defender - 17th Judicial Circuit,,,Write-ins,63,11,27,25,0
Broward,0051 C021,State Representative - District 92,,DEM,Patricia Hawkins-Williams,852,51,578,223,0
Broward,0051 C021,State Representative - District 92,,NPA,Nancy St. Clair,376,48,174,154,0
Broward,0051 C021,Sheriff,,REP,H. Wayne Clark,548,77,242,229,0
Broward,0051 C021,Sheriff,,DEM,Gregory Tony,791,48,523,220,0
Broward,0051 C021,Sheriff,,NPA,"Charles ""Chuck"" Whatley",66,6,43,17,0
Broward,0051 C021,Sheriff,,,Write-ins,7,1,6,0,0
Broward,0051 C021,Supervisor of Elections,,REP,Catherine McBreen,595,89,256,250,0
Broward,0051 C021,Supervisor of Elections,,DEM,Joe Scott,828,39,570,219,0
Broward,0051 C021,Supervisor of Elections,,,Write-ins,2,0,1,1,0
Broward,0051 C021,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,739,79,399,261,0
Broward,0051 C021,Justice of the Supreme Court - Carlos G. Muniz,,,No.,542,28,358,156,0
Broward,0051 C021,Fourth District Court of Appeal - Alan O. Forst,,,Yes,781,80,429,272,0
Broward,0051 C021,Fourth District Court of Appeal - Alan O. Forst,,,No.,469,22,316,131,0
Broward,0051 C021,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,780,74,435,271,0
Broward,0051 C021,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,465,27,308,130,0
Broward,0051 C021,Fourth District Court of Appeal - Martha C. Warner,,,Yes,957,76,573,308,0
Broward,0051 C021,Fourth District Court of Appeal - Martha C. Warner,,,No.,293,26,170,97,0
Broward,0051 C021,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,665,65,384,216,0
Broward,0051 C021,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,513,30,326,157,0
Broward,0051 C021,School Board At Large - Seat 9,,,Debra Hixon.,924,69,565,290,0
Broward,0051 C021,School Board At Large - Seat 9,,,Jeff Holness,328,35,179,114,0
Broward,0051 C021,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,786,66,456,264,0
Broward,0051 C021,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,391,26,250,115,0
Broward,0051 C021,Mayor Pompano Beach,,,Rex Hardin,681,46,453,182,0
Broward,0051 C021,Mayor Pompano Beach,,,"Todd ""Bulldog"" Hennen",359,49,177,133,0
Broward,0051 C021,Mayor Pompano Beach,,,Joseph Wells,234,17,128,89,0
Broward,0051 C021,City Commissioner District 5 Pompano Beach,,,Cyndy Floyd.,589,52,350,187,0
Broward,0051 C021,City Commissioner District 5 Pompano Beach,,,Barry Leonard Moss,596,45,377,174,0
Broward,0051 C021,No. 1 Constitutional Amendment,,,Yes,1058,110,595,353,0
Broward,0051 C021,No. 1 Constitutional Amendment,,,No.,329,17,206,106,0
Broward,0051 C021,No. 2 Constitutional Amendment,,,Yes,1049,77,657,315,0
Broward,0051 C021,No. 2 Constitutional Amendment,,,No.,342,54,144,144,0
Broward,0051 C021,No. 3 Constitutional Amendment,,,Yes,837,80,488,269,0
Broward,0051 C021,No. 3 Constitutional Amendment,,,No.,528,46,303,179,0
Broward,0051 C021,No. 4 Constitutional Amendment,,,Yes,573,65,284,224,0
Broward,0051 C021,No. 4 Constitutional Amendment,,,No.,778,58,498,222,0
Broward,0051 C021,No. 5 Constitutional Amendment,,,Yes,906,84,504,318,0
Broward,0051 C021,No. 5 Constitutional Amendment,,,No.,367,29,245,93,0
Broward,0051 C021,No. 6 Constitutional Amendment,,,Yes,1208,104,698,406,0
Broward,0051 C021,No. 6 Constitutional Amendment,,,No.,156,16,96,44,0
Broward,0051 C021,Broward County Ballot Question,,,Yes,866,59,535,272,0
Broward,0051 C021,Broward County Ballot Question,,,No.,424,52,223,149,0
Broward,0051 C021,Broward County Charter Question,,,Yes,807,67,486,254,0
Broward,0051 C021,Broward County Charter Question,,,No.,477,47,264,166,0
Broward,0052 C022,Registered Voters,,,,1686,,,,
Broward,0052 C022,Ballots Cast,,,,1346,140,594,611,1
Broward,0052 C022,Ballots Cast Blank,,,,75,13,29,33,0
Broward,0052 C022,President,,REP,Donald J. Trump,815,110,259,445,1
Broward,0052 C022,President,,DEM,Joseph R. Biden,511,29,319,163,0
Broward,0052 C022,President,,LPF,Jo Jorgensen,9,1,7,1,0
Broward,0052 C022,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0052 C022,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0052 C022,President,,GRE,Howie Hawkins,2,0,0,2,0
Broward,0052 C022,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0052 C022,President,,,Write-ins,3,0,3,0,0
Broward,0052 C022,U.S. House,22,REP,"James ""Jim"" Pruden",797,101,266,429,1
Broward,0052 C022,U.S. House,22,DEM,Ted Deutch,512,32,316,164,0
Broward,0052 C022,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,810,104,273,432,1
Broward,0052 C022,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,475,29,291,155,0
Broward,0052 C022,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,729,55,405,268,1
Broward,0052 C022,Public Defender - 17th Judicial Circuit,,,Write-ins,64,5,19,40,0
Broward,0052 C022,State House,93,REP,Chip LaMarca,856,103,301,451,1
Broward,0052 C022,State House,93,DEM,Linda Thompson Gonzalez,449,31,272,146,0
Broward,0052 C022,Sheriff,,REP,H. Wayne Clark,703,88,225,389,1
Broward,0052 C022,Sheriff,,DEM,Gregory Tony,513,40,292,181,0
Broward,0052 C022,Sheriff,,NPA,"Charles ""Chuck"" Whatley",57,2,40,15,0
Broward,0052 C022,Sheriff,,,Write-ins,6,0,4,2,0
Broward,0052 C022,Supervisor of Elections,,REP,Catherine McBreen,789,99,264,425,1
Broward,0052 C022,Supervisor of Elections,,DEM,Joe Scott,489,33,301,155,0
Broward,0052 C022,Supervisor of Elections,,,Write-ins,2,0,1,1,0
Broward,0052 C022,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,759,81,312,365,1
Broward,0052 C022,Justice of the Supreme Court - Carlos G. Muniz,,,No.,396,27,212,157,0
Broward,0052 C022,Fourth District Court of Appeal - Alan O. Forst,,,Yes,776,80,340,355,1
Broward,0052 C022,Fourth District Court of Appeal - Alan O. Forst,,,No.,351,27,174,150,0
Broward,0052 C022,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,762,81,333,347,1
Broward,0052 C022,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,363,26,179,158,0
Broward,0052 C022,Fourth District Court of Appeal - Martha C. Warner,,,Yes,885,86,418,380,1
Broward,0052 C022,Fourth District Court of Appeal - Martha C. Warner,,,No.,241,23,95,123,0
Broward,0052 C022,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,701,77,274,349,1
Broward,0052 C022,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,373,27,220,126,0
Broward,0052 C022,School Board At Large - Seat 9,,,Debra Hixon.,831,79,389,362,1
Broward,0052 C022,School Board At Large - Seat 9,,,Jeff Holness,252,22,106,124,0
Broward,0052 C022,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,740,75,324,340,1
Broward,0052 C022,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,311,31,153,127,0
Broward,0052 C022,Mayor Pompano Beach,,,Rex Hardin,598,54,285,259,0
Broward,0052 C022,Mayor Pompano Beach,,,"Todd ""Bulldog"" Hennen",460,59,168,232,1
Broward,0052 C022,Mayor Pompano Beach,,,Joseph Wells,142,10,75,57,0
Broward,0052 C022,City Commissioner District 1 Pompano Beach,,,John Cavanaugh.,175,25,81,69,0
Broward,0052 C022,City Commissioner District 1 Pompano Beach,,,Tom Drum.,461,39,215,207,0
Broward,0052 C022,City Commissioner District 1 Pompano Beach,,,Andrea Leigh McGee,565,55,233,276,1
Broward,0052 C022,No. 1 Constitutional Amendment,,,Yes,1023,109,420,493,1
Broward,0052 C022,No. 1 Constitutional Amendment,,,No.,243,18,139,86,0
Broward,0052 C022,No. 2 Constitutional Amendment,,,Yes,717,62,374,280,1
